Employee ID,age,gender,department,department_code,JobTitle,job_level,Education,MonthlyIncome,monthly_rate,hourly_rate,daily_rate,years_at_company,years_in_role,years_since_promotion,satisfaction_score,environment_satisfaction,Attrition,OverTime,distance_from_home,training_hours_last_year,num_companies_worked,manager_rating,work_life_balance,last_promotion_date
1075,24,Male,Finance,FIN-05,Financial Analyst,2,Bachelor's,5926,7247,34,269,2,0,0,4 - Very High,4,No,No,4.0,33.0,0,4.0,Very High,01/15/2024
1076,37,Female,Engineering,ENG-02,QA Engineer,4,Bachelor's,8956,11584,51,416,5,2,1,4 - Very High,4,No,No,20.0,30.0,0,4.0,Very High,2023-03-13
1077,27,Female,Marketing,MKT-04,Brand Manager,1,Master's,5982,7355,35,275,0,0,0,4 - Very High,3,No,No,9.0,25.0,0,3.0,High,2024-11-06
1078,35,Female,Marketing,MKT-04,Marketing Manager,1,High School,4846,6782,28,220,8,1,0,2 - Medium,4,No,No,5.0,8.0,0,2.0,Medium,10/14/2024
1079,40,Male,Operations,OPS-06,Operations Manager,1,Bachelor's,5664,7428,34,271,10,3,3,2 - Medium,2,No,Yes,8.0,,1,1.0,Medium,09/24/2021
1080,30,Male,Sales,SAL-03,Sales Director,5,Master's,14533,19066,85,678,11,6,0,4 - Very High,4,No,No,23.0,42.0,0,3.0,High,2024-04-10
1081,36,Female,Sales,SAL-03,Regional Sales Lead,2,High School,5546,6771,33,260,5,1,0,4 - Very High,3,No,No,3.0,30.0,0,1.0,Medium,2024-03-13
1082,34,Male,Operations,OPS-06,Process Engineer,3,Bachelor's,6334,8664,36,295,8,8,4,2 - Medium,3,No,Yes,3.0,37.0,0,3.0,Low,02/07/2020
1083,28,Female,Sales,SAL-03,Sales Manager,2,PhD,6388,7747,37,305,1,1,0,4 - Very High,4,No,No,8.0,12.0,1,3.0,Medium,2024-04-12
1084,58,Male,Operations,OPS-06,Operations Analyst,3,Master's,8556,11469,51,418,28,28,24,3 - High,4,No,yes,5.0,23.0,0,3.0,Medium,2000-09-26
1085,29,Male,Engineering,ENG-02,QA Engineer,4,Bachelor's,8505,9845,50,405,0,0,0,2 - Medium,1,No,No,12.0,36.0,0,3.0,Medium,02/06/2025
1086,29,Male,Sales,SAL-03,Sales Director,3,Bachelor's,7898,10043,45,366,0,0,0,4 - Very High,3,No,No,8.0,17.0,3,3.0,High,01/01/2025
1087,30,Female,Operations,OPS-06,Process Engineer,2,Master's,6399,8250,38,305,2,2,2,3 - High,4,No,No,6.0,32.0,3,1.0,Very High,01/24/2023
1088,28,Male,Engineering,ENG-02,Staff Engineer,4,Master's,14490,17235,86,681,1,0,0,4 - Very High,3,No,No,17.0,35.0,1,5.0,Very High,2024-08-06
1089,52,Female,Sales,SAL-03,Senior Sales Rep,1,Bachelor's,5114,6082,30,240,18,13,9,2 - Medium,2,No,No,15.0,44.0,2,,Very High,2015-02-10
1090,27,Male,Engineering,ENG-02,ML Engineer,2,Bachelor's,7776,10358,46,369,4,3,0,4 - Very High,3,No,No,16.0,13.0,1,2.0,Very High,2024-11-20
1091,21,Male,Engineering,ENG-02,Staff Engineer,3,Master's,10691,13946,62,500,1,1,0,4 - Very High,3,No,No,7.0,18.0,0,3.0,very high,2024-01-10
1092,25,Female,Engineering,ENG-02,DevOps Engineer,1,Master's,6381,8515,36,294,1,1,0,2 - Medium,2,No,No,7.0,12.0,0,2.0,Very High,2024-09-09
1093,32,Female,Operations,OPS-06,Operations Analyst,4,Bachelor's,7667,8957,43,345,5,0,0,3 - High,2,Yes,Yes,3.0,30.0,0,3.0,Medium,2024-09-29
1094,33,Male,Operations,OPS-06,Operations Manager,5,High School,9327,12011,53,416,7,0,0,3 - High,3,No,No,8.0,34.0,1,2.0,Very High,2024-04-06
1095,37,Male,Marketing,MKT-04,Brand Manager,3,Bachelor's,8918,11637,52,425,20,0,0,3 - High,3,No,No,5.0,21.0,0,3.0,Very High,2024-10-30
1096,21,Male,Marketing,MKT-04,Marketing Analyst,1,Bachelor's,5007,5866,28,225,0,0,0,2 - Medium,4,No,No,14.0,10.0,1,4.0,High,07/01/2024
1097,43,Non-Binary,Engineering,ENG-02,Frontend Developer,2,Bachelor's,6570,8378,39,319,15,3,2,3 - High,3,No,No,5.0,,0,4.0,Very High,2022-07-26
1098,28,Female,Engineering,ENG-02,Backend Developer,1,PhD,7139,8720,41,324,1,0,0,4 - Very High,4,No,No,6.0,11.0,0,5.0,Very High,2024-11-29
1099,58,Non-Binary,Marketing,MKT-04,Growth Analyst,1,High School,5644,6767,33,259,27,20,19,3 - High,3,No,No,7.0,31.0,0,5.0,Very High,2005-04-30
1100,24,Non-Binary,Engineering,ENG-02,QA Engineer,1,PhD,6474,8511,38,301,1,0,0,3 - High,4,No,Yes,28.0,33.0,0,3.0,Low,07/04/2024
1101,35,Female,Marketing,MKT-04,Brand Manager,1,Bachelor's,4813,6080,28,220,4,3,3,3 - High,4,No,Yes,4.0,26.0,1,3.0,Medium,2021-11-20
1102,32,Female,Operations,OPS-06,Operations Manager,1,High School,4089,4833,23,181,8,2,0,2 - Medium,3,Yes,Yes,20.0,32.0,0,4.0,Medium,2024-09-14
1103,24,Male,Marketing,MKT-04,Digital Marketing Lead,1,Bachelor's,5251,6203,30,242,5,4,4,2 - Medium,2,Yes,No,13.0,27.0,0,3.0,Medium,12/10/2020
1104,31,Female,Operations,OPS-06,Facilities Manager,2,Bachelor's,4647,6387,26,209,1,1,1,3 - High,3,Yes,No,4.0,30.0,3,3.0,Medium,2023-04-22
1105,38,Female,Finance,FIN-05,Senior Accountant,1,Bachelor's,5119,6673,30,246,14,3,3,2 - Medium,3,No,Yes,19.0,13.0,1,1.0,Medium,05/12/2021
1106,32,Male,Engineering,ENG-02,QA Engineer,2,Master's,7932,9867,47,386,5,4,1,4 - Very High,3,No,No,14.0,19.0,0,2.0,High,2023-07-27
1107,29,Female,Finance,FIN-05,Tax Specialist,4,High School,10498,13323,62,497,10,8,1,2 - Medium,3,No,No,4.0,29.0,1,2.0,Very High,2023-02-11
1108,46,Male,Sales,SAL-03,Business Development Rep,4,Bachelor's,9502,12441,56,441,2,2,0,3 - High,2,No,No,5.0,36.0,7,3.0,Medium,2024-06-17
1109,31,Female,Engineering,ENG-02,Senior Engineer,2,Bachelor's,7666,9256,43,348,11,2,1,4 - Very High,3,No,No,2.0,14.0,0,3.0,High,2023-06-12
1110,34,Male,Engineering,ENG-02,Backend Developer,3,Bachelor's,8035,9149,47,387,0,0,0,2 - Medium,3,No,No,7.0,15.0,1,1.0,Very High,2025-02-19
1111,44,Non-Binary,Human Resources,HR-01,Benefits Specialist,1,Bachelor's,5297,6753,31,255,14,5,0,3 - High,1,No,Yes,10.0,9.0,2,3.0,Medium,04/25/2024
1112,31,Female,Engineering,ENG-02,Senior Engineer,4,Bachelor's,11474,15505,65,532,18,16,10,2 - Medium,2,No,No,7.0,22.0,0,3.0,Very High,2014-07-31
1113,38,Male,Finance,FIN-05,Senior Accountant,3,Bachelor's,8876,9992,52,410,19,4,1,3 - High,3,No,Yes,3.0,32.0,0,2.0,Medium,12/02/2023
1114,43,Female,Marketing,MKT-04,Digital Marketing Lead,3,Master's,8004,10988,47,375,3,3,1,2 - Medium,3,No,Yes,5.0,34.0,3,3.0,Medium,11/27/2023
1115,30,Male,Operations,OPS-06,Operations Manager,2,High School,5613,7002,33,265,2,0,0,3 - High,4,No,No,8.0,18.0,0,3.0,High,07/29/2024
1116,39,Male,Finance,FIN-05,Financial Analyst,4,Bachelor's,8432,9774,48,395,5,2,1,4 - Very High,4,No,No,8.0,9.0,3,4.0,High,2023-11-21
1117,30,Female,Engineering,ENG-02,Software Engineer,4,Master's,13405,17135,77,630,9,4,3,1 - Low,1,Yes,No,4.0,17.0,0,3.0,Very High,2021-04-23
1118,30,Female,Finance,FIN-05,Finance Manager,2,Bachelor's,6297,8014,36,284,5,5,3,4 - Very High,3,No,No,9.0,33.0,2,3.0,Very High,2021-07-23
1119,25,Female,Engineering,ENG-02,Data Engineer,4,High School,8851,10355,50,407,4,2,0,2 - Medium,3,Yes,No,15.0,29.0,0,,Very High,02/27/2024
1120,52,Female,Sales,SAL-03,Sales Rep,2,Master's,7501,8787,44,346,16,14,8,4 - Very High,3,No,No,12.0,44.0,4,2.0,Medium,2016-01-16
1121,31,Male,Engineering,ENG-02,DevOps Engineer,4,Bachelor's,13403,16147,79,646,8,6,1,4 - Very High,3,No,Yes,20.0,21.0,0,3.0,Medium,2023-02-05
1122,24,Female,Sales,SAL-03,Sales Manager,2,Master's,7974,10488,46,371,4,0,0,4 - Very High,3,No,No,8.0,18.0,0,1.0,High,2024-09-23
1123,25,Female,Operations,OPS-06,Operations Manager,2,Bachelor's,5703,6929,32,261,1,0,0,3 - High,3,No,No,6.0,39.0,0,3.0,High,2024-01-22
1124,36,Female,Engineering,ENG-02,QA Engineer,2,Master's,7057,9484,41,327,2,0,0,4 - Very High,3,No,No,5.0,18.0,3,4.0,High,09/23/2024
1125,37,Female,Operations,OPS-06,Process Engineer,1,Bachelor's,4413,6108,25,200,0,0,0,3 - High,4,No,No,4.0,21.0,1,3.0,Very High,2024-10-27
1126,36,Female,Engineering,ENG-02,Senior Engineer,4,Bachelor's,12334,15990,71,575,8,1,0,3 - High,2,Yes,Yes,12.0,33.0,0,3.0,Medium,07/05/2024
1127,23,Male,Sales,SAL-03,Senior Sales Rep,2,Bachelor's,6366,8017,36,282,1,0,0,4 - Very High,4,No,No,8.0,26.0,0,2.0,High,2024-03-24
1128,35,Female,Sales,SAL-03,Sales Rep,1,Bachelor's,4842,6429,28,223,4,2,2,4 - Very High,4,No,No,8.0,23.0,0,4.0,High,2022-02-22
1129,43,Male,Engineering,ENG-02,QA Engineer,4,Bachelor's,11909,15721,67,530,10,0,0,2 - Medium,2,No,Yes,3.0,31.0,2,3.0,High,2024-11-09
1130,33,Female,Human Resources,HR-01,Recruiter,2,High School,5265,6126,30,236,8,8,4,4 - Very High,4,Yes,No,9.0,16.0,3,4.0,Very High,2020-11-22
1131,30,Male,Operations,OPS-06,Supply Chain Analyst,2,Bachelor's,5155,6997,29,227,6,5,5,2 - Medium,3,No,Yes,7.0,33.0,0,5.0,High,2019-02-08
1132,21,Male,Marketing,MKT-04,Marketing Manager,3,Bachelor's,7657,9129,45,354,3,2,0,4 - Very High,4,No,No,10.0,39.0,0,3.0,Medium,07/01/2024
1133,36,Male,Operations,OPS-06,Facilities Manager,1,High School,4651,5261,26,212,12,0,0,4 - Very High,3,No,No,12.0,31.0,2,1.0,Very High,02/06/2024
1134,21,Male,Operations,OPS-06,Facilities Manager,4,High School,6789,7803,40,325,0,0,0,3 - High,2,No,No,12.0,20.0,1,,Very High,02/24/2024
1135,34,Male,Human Resources,HR-01,HR Manager,4,Bachelor's,8873,12179,51,409,2,0,0,4 - Very High,4,No,No,6.0,29.0,0,4.0,High,2024-12-13
1136,22,Male,Finance,FIN-05,Finance Manager,3,Bachelor's,8058,9234,47,387,6,3,2,3 - High,3,No,No,10.0,31.0,2,2.0,Very High,2022-06-04
1137,31,Female,Human Resources,HR-01,HR Manager,2,Master's,6364,8868,38,301,1,1,1,3 - High,2,No,yes,14.0,26.0,0,3.0,High,10/01/2023
1138,28,Female,Engineering,ENG-02,Engineering Manager,4,High School,11691,13647,66,539,0,0,0,3 - High,3,No,No,9.0,31.0,3,,Medium,2024-12-27
1139,28,Female,Engineering,ENG-02,Senior Engineer,3,Master's,8953,10002,53,437,1,1,1,4 - Very High,3,Yes,No,,16.0,2,4.0,Very High,04/15/2023
1140,36,Female,Marketing,MKT-04,Marketing Analyst,4,Bachelor's,8452,11494,50,399,6,2,2,3 - High,3,No,No,9.0,32.0,0,5.0,Very High,2022-07-20
1141,29,Female,Operations,OPS-06,Facilities Manager,5,Master's,10563,12738,59,478,6,5,1,3 - High,3,Yes,No,5.0,35.0,5,1.0,High,05/12/2023
1142,58,Male,Marketing,MKT-04,Content Strategist,2,Master's,7011,8311,41,333,21,21,8,4 - Very High,3,No,No,16.0,17.0,2,2.0,High,2016-04-25
1143,29,Male,Sales,SAL-03,Sales Director,2,Master's,8467,9982,50,397,2,0,0,2 - Medium,2,No,Yes,11.0,34.0,2,2.0,Very High,2024-06-21
1144,27,Male,Sales,SAL-03,Sales Manager,1,Bachelor's,4899,6513,29,229,1,1,0,4 - Very High,2,No,No,4.0,28.0,1,4.0,Very High,2024-01-24
1145,23,Male,Operations,OPS-06,Logistics Coordinator,2,Master's,5718,7507,34,267,3,1,1,4 - Very High,4,No,No,8.0,25.0,1,,High,02/06/2023
1146,37,Non-Binary,Marketing,MKT-04,Marketing Manager,2,Master's,5912,7613,34,274,3,3,1,2 - Medium,3,No,Yes,6.0,35.0,1,3.0,Low,2023-03-23
1147,46,Female,Operations,OPS-06,Supply Chain Analyst,1,High School,3611,5091,21,171,3,1,1,3 - High,3,No,No,5.0,21.0,1,4.0,High,2023-07-04
1148,48,Female,Human Resources,HR-01,HR Director,2,Bachelor's,7248,8785,42,339,12,5,4,3 - High,3,No,No,2.0,31.0,2,4.0,Very High,2020-12-31
1149,27,Male,Sales,SAL-03,Business Development Rep,1,Bachelor's,5163,6286,30,240,1,0,0,4 - Very High,4,No,No,,19.0,1,3.0,High,2024-10-31
1150,26,Female,Marketing,MKT-04,Digital Marketing Lead,2,High School,5417,6305,32,263,7,6,0,4 - Very High,2,No,No,4.0,17.0,0,,Very High,2024-06-02
1151,43,Female,Sales,SAL-03,Business Development Rep,2,High School,5371,7136,30,243,6,4,4,4 - Very High,3,No,No,24.0,40.0,0,4.0,Very High,2020-10-19
1152,39,Male,Human Resources,HR-01,Recruiter,1,Bachelor's,3957,5413,23,185,12,10,1,2 - Medium,3,No,Yes,9.0,38.0,1,3.0,Medium,2023-09-10
1153,51,Male,Operations,OPS-06,Process Engineer,2,Bachelor's,5887,7340,33,270,17,10,1,4 - Very High,3,No,No,11.0,31.0,0,4.0,Very High,08/11/2023
1154,29,Female,Human Resources,HR-01,HR Director,2,Bachelor's,5194,6404,30,244,1,0,0,2 - Medium,2,No,No,6.0,27.0,1,5.0,Very High,2024-08-15
1155,29,Male,Marketing,MKT-04,Content Strategist,3,Bachelor's,6117,7769,36,295,0,0,0,2 - Medium,3,No,No,4.0,26.0,1,3.0,Very High,07/19/2024
1156,44,Male,Engineering,ENG-02,Staff Engineer,2,Bachelor's,9476,11553,53,424,9,6,5,4 - Very High,3,No,No ,6.0,31.0,2,4.0,Very High,2019-03-25
1157,25,Female,Engineering,ENG-02,Software Engineer,4,Master's,9207,12459,54,432,1,0,0,3 - High,3,No,No,15.0,24.0,0,3.0,High,07/01/2024
1158,32,Female,Finance,FIN-05,Auditor,3,Bachelor's,7095,8907,42,342,0,0,0,3 - High,3,No,No,7.0,22.0,3,3.0,High,12/15/2024
